Dates;PX_LAST;PX_BID;PX_ASK
13.05.2020;96,709;95,673;97,745
14.05.2020;95,324;94,355;96,293
15.05.2020;95,806;94,333;97,28
18.05.2020;90,416;89,543;91,29
19.05.2020;90;89,438;90,563
20.05.2020;83,95;83,1;84,8
21.05.2020;85,958;85,363;86,552
22.05.2020;87,206;86,825;87,587
26.05.2020;83,124;82,51;83,738
27.05.2020;78,943;78,43;79,455
28.05.2020;77,946;76,81;79,083
29.05.2020;77,4;76,743;78,057
01.06.2020;78,851;78,399;79,304
02.06.2020;75,641;74,78;76,503
03.06.2020;73,04;72,51;73,57
04.06.2020;72,445;71,939;72,951
05.06.2020;64,961;63,744;66,179
08.06.2020;66,636;65,605;67,668
09.06.2020;72,358;71,102;73,613
10.06.2020;74,522;73,646;75,398
11.06.2020;81,615;81,063;82,168
12.06.2020;78,958;78,028;79,888
15.06.2020;69,889;69,033;70,745
16.06.2020;69,184;68,568;69,8
17.06.2020;71,435;70,485;72,385
18.06.2020;74,561;74,065;75,058
19.06.2020;78,551;77,64;79,462
22.06.2020;76,13;75,72;76,54
23.06.2020;74,946;74,283;75,61
24.06.2020;78,508;77,893;79,123
25.06.2020;78,226;77,533;78,92
26.06.2020;80,886;80,228;81,545
29.06.2020;78,949;78,375;79,523
30.06.2020;75,879;75,28;76,477
01.07.2020;74,928;74,428;75,428
02.07.2020;74,131;73,497;74,765
06.07.2020;71,498;70,973;72,022
07.07.2020;74,4;73,895;74,905
08.07.2020;72,448;71,978;72,918
09.07.2020;74,989;74,51;75,468
10.07.2020;73,688;72,997;74,38
13.07.2020;74,789;74,195;75,383
14.07.2020;74,16;73,538;74,783
15.07.2020;72,05;71,425;72,675
16.07.2020;72,731;72,345;73,117
17.07.2020;71,459;71,055;71,863
20.07.2020;70,063;69,553;70,572
21.07.2020;70,125;69,74;70,51
22.07.2020;69,169;68,697;69,64
23.07.2020;69,485;69,03;69,94
24.07.2020;70,4;70,018;70,783
27.07.2020;70,286;69,875;70,698
28.07.2020;71,763;71,253;72,272
29.07.2020;69,649;69,23;70,068
30.07.2020;69,949;69,526;70,372
31.07.2020;69,283;68,61;69,955
03.08.2020;67,8;67,453;68,148
04.08.2020;66,29;65,873;66,708
05.08.2020;64,998;64,675;65,32
06.08.2020;64,576;64,315;64,837
07.08.2020;64,896;64,531;65,262
10.08.2020;65,809;65,365;66,253
11.08.2020;66,635;66,088;67,183
12.08.2020;65,218;64,988;65,448
13.08.2020;67,044;66,508;67,58
14.08.2020;67,8;67,403;68,197
17.08.2020;66,561;66,2;66,923
18.08.2020;66,101;65,73;66,472
19.08.2020;67,594;67,09;68,098
20.08.2020;67,518;66,995;68,04
21.08.2020;67,538;67,11;67,965
24.08.2020;66,246;65,935;66,558
25.08.2020;65,981;65,648;66,315
26.08.2020;66,576;66,153;67
27.08.2020;67,62;67,38;67,86
28.08.2020;66,523;66,158;66,888
31.08.2020;65,061;64,575;65,548
01.09.2020;62,033;61,672;62,393
02.09.2020;62,001;61,62;62,382
03.09.2020;65,841;65,385;66,298
04.09.2020;66,703;66,333;67,073
08.09.2020;69,1;68,683;69,518
09.09.2020;66,039;65,787;66,29
10.09.2020;68,788;68,39;69,185
11.09.2020;69,82;69,429;70,211
14.09.2020;68,703;68,153;69,253
15.09.2020;67,735;67,393;68,078
16.09.2020;67,785;67,4;68,17
17.09.2020;69,725;69,278;70,173
18.09.2020;71,371;70,992;71,75
21.09.2020;52,383;51,992;52,772
22.09.2020;52,5;51,745;53,255
23.09.2020;57,519;56,817;58,22
24.09.2020;58,308;57,852;58,763
25.09.2020;59,118;58,55;59,685
28.09.2020;57,674;57,408;57,94
29.09.2020;60,319;59,35;61,287
30.09.2020;59,214;58,683;59,745
01.10.2020;58,643;58,268;59,018
02.10.2020;59,901;59,433;60,37
05.10.2020;56,63;56,287;56,972
06.10.2020;58,363;57,57;59,155
07.10.2020;55,853;55,113;56,593
08.10.2020;54,835;54,367;55,302
09.10.2020;53,205;52,462;53,947
13.10.2020;54,874;54,188;55,56
14.10.2020;56,145;55,742;56,548
15.10.2020;56,568;55,628;57,507
16.10.2020;56,591;55,798;57,385
19.10.2020;58,469;58,12;58,818
20.10.2020;57,84;57,33;58,351
21.10.2020;57,115;56,815;57,415
22.10.2020;57,203;56,355;58,05
23.10.2020;56,566;56,218;56,915
26.10.2020;58,775;58,128;59,423
27.10.2020;59,918;59,28;60,555
28.10.2020;63,845;63,06;64,63
29.10.2020;65,158;64,295;66,02
30.10.2020;65,463;64,688;66,238
02.11.2020;63,091;62,29;63,893
03.11.2020;59,913;59,125;60,7
04.11.2020;57,464;56,498;58,43
05.11.2020;53,463;52,923;54,003
06.11.2020;53,359;52,627;54,09
09.11.2020;52,223;51,677;52,768
10.11.2020;52,976;52,053;53,9
12.11.2020;54,964;54,593;55,335
13.11.2020;54,476;53,753;55,2
16.11.2020;52,078;51,259;52,896
17.11.2020;52,7;51,99;53,41
18.11.2020;54,513;53,69;55,335
19.11.2020;53,829;53,43;54,227
20.11.2020;56,344;55,403;57,285
23.11.2020;54,283;53,313;55,253
24.11.2020;51,669;50,752;52,585
25.11.2020;52,205;51,433;52,977
27.11.2020;51,175;50,408;51,941
30.11.2020;50,106;49,248;50,965
01.12.2020;49,959;49,242;50,675
02.12.2020;50,141;49,188;51,095
03.12.2020;49,823;49,283;50,362
04.12.2020;49,936;49,412;50,46
07.12.2020;50,855;49,87;51,84
08.12.2020;50,99;50,24;51,74
09.12.2020;52,203;51,742;52,662
10.12.2020;52,974;52,291;53,657
11.12.2020;53,846;53,178;54,514
14.12.2020;54,193;53,512;54,874
15.12.2020;52,619;51,938;53,3
16.12.2020;52,944;52,265;53,623
17.12.2020;52,515;51,775;53,255
18.12.2020;53,278;52,888;53,668
21.12.2020;55,2;54,848;55,552
22.12.2020;55,78;55,473;56,087
23.12.2020;54,248;53,524;54,972
24.12.2020;53,935;53,16;54,709
28.12.2020;52,126;51,718;52,535
29.12.2020;52,184;51,543;52,825
30.12.2020;51,138;50,84;51,435
31.12.2020;49,896;48,955;50,836
04.01.2021;52,465;51,675;53,255
05.01.2021;51,738;51,048;52,427
06.01.2021;51,613;51,245;51,98
07.01.2021;50,118;49,727;50,507
08.01.2021;49,653;49,007;50,299
11.01.2021;51,17;50,541;51,799
12.01.2021;51,549;50,874;52,224
13.01.2021;49,836;49,175;50,497
14.01.2021;50,073;49,438;50,707
15.01.2021;51,981;51,746;52,215
19.01.2021;50,539;49,843;51,235
20.01.2021;50,758;50,44;51,075
21.01.2021;50,751;50,412;51,09
22.01.2021;51,078;50,2;51,955
25.01.2021;51,75;51,067;52,433
26.01.2021;52,686;52,447;52,925
27.01.2021;55,695;55,115;56,275
28.01.2021;55,436;54,707;56,165
29.01.2021;56,051;55,745;56,358
01.02.2021;54,986;54,548;55,425
02.02.2021;52,77;51,905;53,635
03.02.2021;52,619;52,388;52,85
04.02.2021;51,343;50,92;51,765
05.02.2021;50,804;50,138;51,47
08.02.2021;50,205;49,664;50,745
09.02.2021;50,78;50,19;51,37
10.02.2021;50,287;49,648;50,926
11.02.2021;50,256;50,072;50,44
12.02.2021;50,42;49,787;51,052
16.02.2021;50,565;49,95;51,18
17.02.2021;50,279;49,54;51,017
18.02.2021;50,998;50,433;51,563
19.02.2021;51,621;50,957;52,285
22.02.2021;53,8;53,163;54,438
23.02.2021;52,821;52,151;53,491
24.02.2021;51,708;51,28;52,135
25.02.2021;56,225;55,718;56,733
26.02.2021;55,873;54,553;57,192
01.03.2021;52,711;52,505;52,918
02.03.2021;53,369;52,635;54,102
03.03.2021;54,595;53,972;55,218
04.03.2021;56,494;55,93;57,058
05.03.2021;54,894;54,593;55,195
